district,mandal,village,lat,long,date,value
ADILABAD,Adilabad,Adilabad,19.668299,78.5247,01/06/21,10.2
ADILABAD,Bazarhatnur,Bazarhatnur,19.458888,78.350833,01/06/21,4.37
ADILABAD,Bela,Chandpally,19.684431,78.848456,01/06/21,7.1
ADILABAD,Bheempur,Arli,19.83196,78.37931,01/06/21,7.4
ADILABAD,Bheempur,Bheempur,19.772188,78.417841,01/06/21,7.3
ADILABAD,Boath,Boath,19.342416,78.316527,01/06/21,
ADILABAD,Gudihatnoor,Gudihatnoor,19.525555,78.512222,01/06/21,12.5
ADILABAD,Jainath,Bhoraj,19.739722,78.546472,01/06/21,10.4
ADILABAD,Jainath,Jainath,19.730555,78.64,01/06/21,1.75
ADILABAD,Narnoor,Narnoor,19.495665,78.852654,01/06/21,1.78
ADILABAD,Neradigonda,Neradigonda,19.29375,78.41216,01/06/21,9.8
ADILABAD,Talamadugu,Devapur,19.612944,78.463111,01/06/21,8.05
ADILABAD,Talamadugu,Talamadugu,19.6334,78.396899,01/06/21,5.1
ADILABAD,Tamsi,Tamsi,19.6811,78.426799,01/06/21,4.9
ADILABAD,Utnoor,Utnoor,19.367777,78.782777,01/06/21,5.15
BHADRADRI,Allapalli,Allapalli,17.82975,80.475008,01/06/21,8.56
BHADRADRI,Allapalli,Markodu,17.91444,80.507666,01/06/21,6.04
BHADRADRI,Annapureddypalli,Annapureddypalli,17.355422,80.82226,01/06/21,16.15
BHADRADRI,Ashwapuram,Ammagaripalli,17.865166,80.85051,01/06/21,3.37
BHADRADRI,Ashwapuram,Aswapuram,17.847626,80.803745,01/06/21,10.89
BHADRADRI,Ashwapuram,Aswapuram,17.835944,80.825667,01/06/21,6.78
BHADRADRI,Ashwapuram,ASWARAOPET (D),17.243444,81.109888,01/06/21,33.39
BHADRADRI,Aswaraopet (S),Aswaraopet (S),17.244199,81.110599,01/06/21,32.88
BHADRADRI,Aswaraopeta,Duradapadu,17.43166,81.090311,01/06/21,11.4
BHADRADRI,Aswaraopeta,Gummadivalli,17.416861,81.178305,01/06/21,4.96
BHADRADRI,Aswaraopeta,NANDIPADU,17.455835,81.128705,01/06/21,5.46
BHADRADRI,Aswaraopeta,Vinayakapuram,17.34561,81.12147,01/06/21,11.22
BHADRADRI,Bhadrachalam,Bhadrachalam,17.666775,80.900922,01/06/21,11.24
BHADRADRI,Burgampad,Krishnasagar,17.709524,80.811524,01/06/21,9.17
BHADRADRI,Burgampad,M.Banjara,17.6447,80.7911,01/06/21,10.96
BHADRADRI,Chandrugonda,Cherla,18.07449,80.83124,01/06/21,5.69
BHADRADRI,Chandrugonda,Maddukuru,17.356111,80.675527,01/06/21,20.4
BHADRADRI,Chandrugonda,Ravikampadu,17.3986,80.6106,01/06/21,9.31
BHADRADRI,Cherla,Chinmedisileru,18.061388,80.853833,01/06/21,10.42
BHADRADRI,Chunchupalli,Chunchupalli,17.536377,80.612734,01/06/21,5.57
BHADRADRI,Dammapeta,Malkaram,17.310587,81.038879,01/06/21,13.62
BHADRADRI,Dammapeta,Mandalapalli,17.235972,81.008986,01/06/21,42.59
BHADRADRI,Dammapeta,Patwarigudem,17.346638,80.9629722,01/06/21,19.28
BHADRADRI,Dummugudem,Bandirevu,17.921194,80.9155,01/06/21,6.03
BHADRADRI,Dummugudem,Dummugudem,17.8523,80.8937,01/06/21,4.18
BHADRADRI,Gundala,Gundala,17.906,80.33055,01/06/21,4.49
BHADRADRI,Gundala,Kanchanapalli,17.792225,80.42243,01/06/21,2.03
BHADRADRI,Gundala,Mamakannu,17.865819,80.412727,01/06/21,7.38
BHADRADRI,Gundala,Sainapalli,17.95777,80.34505,01/06/21,5.38
BHADRADRI,Gundala,Settupalli,17.810477,80.303583,01/06/21,2.45
BHADRADRI,Julurpadu,P. Narsapuram,17.44733,80.526444,01/06/21,6.9
BHADRADRI,Julurpadu,Papakollu,17.4183,80.4828,01/06/21,6.73
BHADRADRI,Kalvala nagaram*,karakagudem,18.014193,80.619051,01/06/21,4.01
BHADRADRI,Karakagudem,Karakagudem,18.034655,80.568147,01/06/21,4.85
BHADRADRI,Kothagudem,Kothagudem,17.544858,80.61844,01/06/21,22.14
BHADRADRI,Laxmidevipalli,Bangaruchelka,17.756305,80.602444,01/06/21,3.85
BHADRADRI,Laxmidevipalli,Laxmidevipalli,17.563756,80.624863,01/06/21,7.82
BHADRADRI,Manuguru,Manuguru,17.955072,80.83008,01/06/21,7.56
BHADRADRI,Manuguru,Pagideru,17.970111,80.73386,01/06/21,2.6
BHADRADRI,Mulakalapalli,Mulakalapalli (D),17.5036,80.831899,01/06/21,7.39
BHADRADRI,Mulakalapalli,MULAKALAPALLI (S),17.419666,80.481383,01/06/21,10.52
BHADRADRI,Mulakalapalli,N. Jaganadhapuram,17.4343055,80.86475,01/06/21,9.35
BHADRADRI,Mulakalapalli,Pusugudem            (Pakeer thanda),17.541869,80.763222,01/06/21,3.53
BHADRADRI,Mulakalapalli,Thimmampet,17.541769,80.9327222,01/06/21,7.68
BHADRADRI,Palwancha,Danthalaboru,17.586194,80.839666,01/06/21,7.28
BHADRADRI,Palwancha,Pathapalwancha,17.540083,80.503527,01/06/21,6.92
