district,mandal,village,lat,long,date,value
KARIMNAGAR,Thimmapur,Alugunur,79.15,18.4,01/06/23,6.42
KARIMNAGAR,Thimmapur,Nedunur,79.14,18.31,01/06/23,12.7
KARIMNAGAR,Veenavanka,Veenavanka,79.42,18.35,01/06/23,5.51
KHAMMAM,Bonakal,Mustikunta,80.22,17.04,01/06/23,3.28
KHAMMAM,Bonakal,Pedabeeravalli,80.3,17.05,01/06/23,2.48
KHAMMAM,Chinthakani,Pandillapalli,80.18,17.15,01/06/23,3.18
KHAMMAM,Enkuru,Enkoor,80.44,17.33,01/06/23,8.2
KHAMMAM,Enkuru,Timmaraopeta,80.37,17.37,01/06/23,4.2
KHAMMAM,Kalluru,Kallur,80.55,17.21,01/06/23,5.2
KHAMMAM,Kamepalle,Kothalingala,80.24,17.43,01/06/23,10.55
KHAMMAM,Kamepalle,Ootkuru,80.3,17.46,01/06/23,10.63
KHAMMAM,Khammam_Rural,Theerthala,80.14,17.37,01/06/23,5.2
KHAMMAM,Khammam_Rural,M.V.Palem,80.1,17.3,01/06/23,5.5
KHAMMAM,Khammam_Urban,Khammam I,80.13,17.23,01/06/23,1.65
KHAMMAM,Khammam_Urban,Khammam-II,80.14,17.25,01/06/23,1.95
KHAMMAM,Konijerla,Gubbagurthi,80.36,17.28,01/06/23,3.53
KHAMMAM,Konijerla,Konijerla,80.29,17.22,01/06/23,2.3
KHAMMAM,Kusumanchi,Jakkapally,79.97,17.14,01/06/23,2.3
KHAMMAM,Kusumanchi,Kusumanchi,79.96,17.22,01/06/23,11.7
KHAMMAM,Madhira,Madhira,80.37,16.92,01/06/23,7.58
KHAMMAM,Madhira,Nidhanapuram,80.42,16.92,01/06/23,4.2
KHAMMAM,Mudigonda,Banapuram,80.12,17.06,01/06/23,3.01
KHAMMAM,Mudigonda,Mudigonda,80.1,17.19,01/06/23,3.75
KHAMMAM,Nelakondapalle,Bodulabanda,80.02,17.09,01/06/23,3.22
KHAMMAM,Nelakondapalle,Buddaram,80.06,17.02,01/06/23,3.6
KHAMMAM,Penuballi,Lankapalli,80.74,17.2,01/06/23,12.58
KHAMMAM,Penuballi,Lingagudem,80.66,17.26,01/06/23,
KHAMMAM,Penuballi,Penuballi,80.67,17.21,01/06/23,3.75
KHAMMAM,Penuballi,Tallapenta,80.62,17.23,01/06/23,4.78
KHAMMAM,Raghunadhapalem,Erlapudi,80.27,17.32,01/06/23,9.81
KHAMMAM,Sathupalle,Cherukupalli,80.78,17.26,01/06/23,3.85
KHAMMAM,Sathupalle,Prakashnagar,80.89,17.19,01/06/23,36.75
KHAMMAM,Singareni,Madharam,80.23,17.54,01/06/23,5.68
KHAMMAM,Thallada,Anjanapuram,80.46,17.21,01/06/23,4.3
KHAMMAM,Thallada,Laxmipuram,80.48,17.17,01/06/23,4
KHAMMAM,Thirumalayapalem,Kakaravai,79.84,17.31,01/06/23,2
KHAMMAM,Thirumalayapalem,Tippareddigudem,79.98,17.37,01/06/23,3.97
KHAMMAM,Thirumalayapalem,Bachode,79.9,17.3,01/06/23,5.13
KHAMMAM,Thirumalayapalem,Tirumalayapalem,80.05,17.32,01/06/23,5.43
KHAMMAM,Vemsoor,Vemsur,80.81,17.14,01/06/23,4.6
