SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily Rainfall (mm)
18281,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,21-07-2023 08:30,4.4
18282,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,21-07-2023 20:30,0.6
18283,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,22-07-2023 08:30,0.8
18284,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,22-07-2023 17:30,1.4
18285,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,24-07-2023 02:30,9.2
18286,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,24-07-2023 05:30,1.2
18287,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,24-07-2023 14:30,2.2
18288,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,24-07-2023 17:30,8.4
18289,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,24-07-2023 20:30,4.2
18290,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,24-07-2023 23:30,6
18291,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,25-07-2023 02:30,7.6
18292,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,25-07-2023 05:30,0.2
18293,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,25-07-2023 08:30,2.4
18294,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,25-07-2023 14:30,6.8
18295,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,25-07-2023 17:30,13.2
18296,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,25-07-2023 20:30,6.8
18297,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,25-07-2023 23:30,2.6
18298,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,26-07-2023 02:30,3.2
18299,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,26-07-2023 05:30,4.2
18300,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,26-07-2023 08:30,2.2
18301,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,26-07-2023 11:30,2
18302,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,26-07-2023 17:30,2.4
18303,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,26-07-2023 20:30,3.2
18304,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,26-07-2023 23:30,8.8
18305,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,27-07-2023 02:30,7.6
18306,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,11-08-2023 23:30,1.2
18307,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,18-08-2023 08:30,6.2
18308,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,26-08-2023 02:30,37.6
18309,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,26-08-2023 08:30,4.8
18310,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,26-08-2023 11:30,0.8
18311,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,28-08-2023 02:30,1.2
18312,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,03-09-2023 02:30,28.2
18313,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,03-09-2023 05:30,2.2
18314,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,03-09-2023 08:30,0.8
18315,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,04-09-2023 17:30,1.2
18316,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,05-09-2023 02:30,0.4
18317,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,05-09-2023 11:30,11.8
18318,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,05-09-2023 14:30,4.6
18319,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,06-09-2023 02:30,13.6
18320,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,06-09-2023 05:30,8.6
18321,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,06-09-2023 08:30,4.2
18322,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,06-09-2023 14:30,6.2
18323,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,06-09-2023 17:30,0.8
18324,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,06-09-2023 20:30,0.8
18325,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,07-09-2023 02:30,0.4
18326,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,08-09-2023 02:30,2.2
18327,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,10-09-2023 02:30,3.2
18328,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,10-09-2023 20:30,17.8
18329,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,10-09-2023 23:30,1.8
18330,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,11-09-2023 02:30,5.8
18331,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,13-09-2023 05:30,1.8
18332,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,13-09-2023 23:30,1.2
18333,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,22-09-2023 05:30,10.2
18334,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,22-09-2023 08:30,1.2
18335,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,23-09-2023 20:30,0.6
18336,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,26-09-2023 11:30,12.4
18337,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,02-10-2023 23:30,2.2
18338,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,03-10-2023 17:30,9.8
18339,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,07-11-2023 17:30,9.8
18340,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,08-11-2023 08:30,1.6
18341,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,09-11-2023 08:30,28.2
18342,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,24-11-2023 08:30,14.2
18343,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,05-12-2023 08:30,25.2
18344,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,06-12-2023 08:30,69.6
18345,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,05-05-2024 17:30,21.2
18346,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,06-05-2024 17:30,9.8
18347,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,13-05-2024 08:30,9.4
18348,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,18-05-2024 08:30,0.6
18349,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,19-05-2024 08:30,3.4
18350,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,20-05-2024 08:30,0.4
18351,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,02-06-2024 23:30,54.6
18352,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,03-06-2024 02:30,32.4
18353,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,03-06-2024 05:30,4.4
18354,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,03-06-2024 08:30,2.2
18355,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,10-06-2024 14:30,0.6
18356,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,10-06-2024 17:30,28.2
18357,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,13-06-2024 20:30,1.2
18358,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,15-06-2024 17:30,2.6
18359,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,21-06-2024 20:30,16.8
18360,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,21-06-2024 23:30,5.4
18361,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,22-06-2024 02:30,8.8
18362,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,22-06-2024 23:30,1.2
18363,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,26-06-2024 20:30,1.8
18364,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,26-06-2024 23:30,2.4
18365,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,27-06-2024 02:30,4.2
18366,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,27-06-2024 23:30,2.8
18367,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,28-06-2024 23:30,4.2
18368,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,29-06-2024 23:30,26.4
18369,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,30-06-2024 02:30,14.6
18370,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,30-06-2024 05:30,4.8
18371,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,30-06-2024 08:30,2.8
18372,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,30-06-2024 11:30,4.6
18373,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,30-06-2024 14:30,2.4
18374,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,30-06-2024 17:30,1.2
18375,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,30-06-2024 23:30,1.2
18376,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,01-07-2024 08:30,1.2
18377,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,05-07-2024 02:30,10.6
18378,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,05-07-2024 23:30,1.4
18379,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,07-07-2024 02:30,1.6
18380,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,08-07-2024 02:30,0.8
18381,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,10-07-2024 02:30,0.6
18382,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,10-07-2024 05:30,4.2
18383,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,11-07-2024 05:30,7.6
18384,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,11-07-2024 23:30,6.6
18385,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,12-07-2024 17:30,10.6
18386,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,13-07-2024 05:30,3.6
18387,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,13-07-2024 08:30,1.8
18388,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,13-07-2024 11:30,2.6
18389,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,14-07-2024 05:30,3.8
18390,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,14-07-2024 08:30,0.6
18391,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,15-07-2024 05:30,1.4
18392,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,15-07-2024 11:30,9.2
18393,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,15-07-2024 14:30,7.4
18394,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,17-07-2024 20:30,5.8
18395,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,17-07-2024 23:30,2.2
18396,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,18-07-2024 02:30,1.8
18397,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,18-07-2024 05:30,1.2
18398,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,18-07-2024 14:30,1.2
18399,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,18-07-2024 20:30,23.8
18400,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,18-07-2024 23:30,2.6
18401,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,19-07-2024 02:30,2.2
18402,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,19-07-2024 05:30,1.4
18403,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,19-07-2024 08:30,3.2
18404,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,19-07-2024 11:30,4.2
18405,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,19-07-2024 17:30,3.2
18406,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,19-07-2024 20:30,1
18407,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,19-07-2024 23:30,8.2
18408,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,20-07-2024 02:30,10.4
18409,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,20-07-2024 05:30,22.6
18410,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,20-07-2024 08:30,2.2
18411,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,20-07-2024 14:30,1.6
18412,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,20-07-2024 17:30,1.8
18413,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,20-07-2024 20:30,0.8
18414,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,20-07-2024 23:30,1.8
18415,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,21-07-2024 02:30,1.4
18416,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,21-07-2024 17:30,3.6
18417,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,21-07-2024 20:30,2.4
18418,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,21-07-2024 23:30,1
18419,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,22-07-2024 02:30,1.6
18420,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,23-07-2024 08:30,0.6
18421,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,23-07-2024 17:30,0.6
18422,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,24-07-2024 05:30,1.2
18423,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,24-07-2024 08:30,1.6
18424,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,28-07-2024 17:30,1.2
18425,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,30-07-2024 08:30,5.4
18426,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,30-07-2024 23:30,8.2
18427,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,31-07-2024 14:30,0.8
18428,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,31-07-2024 20:30,3.6
18429,Wadenepally,CWC,36,Telangana,514,NALGONDA,MEDLACHERUVU,-,-,Krishna,Krishna,-,-,-,Krishna,16.79416667,80.07305556,31-07-2024 23:30,0.4
